Deal Type,Completion Date,"P1, Start (-1)","P1, End (+1)","P2, Start (-5)","P2, End (+5)","P3, Start (0)","P3, End (+365)","P4, Start (0)","P4, End (+250)","P5, Start (-1)","P5, End (0)",Target Name,Acquirer Name,Seller Name,Announced Total Value (mil.),Payment Type,TV/EBITDA,Deal Status,Target ISIN,Acquirer ISIN,Ticker Acquirer,Seller ISIN,Ticker Seller,Bloomberg Search,Action ID,Action ID Bloomberg,Deal Description,Percent Owned,Percent Sought,Acq P1,Acq P2,Acq P3,Acq P4,Acq P5,Sel P1,Sel P2,Sel P3,Sel P4,Sel P5,Acq Ticker P1,Acq Ticker P2,Acq Ticker P3,Acq Ticker P4,Acq Ticker P5,Sel Ticker P1,Sel Ticker P2,Sel Ticker P3,Sel Ticker P4,Sel Ticker P5,"P1, Start (-1)","P1, End (+1)","P2, Start (-5)","P2, End (+5)","P3, Start (0)","P3, End (+365)","P4, Start (0)","P4, End (+250)","P5, Start (-1)","P5, End (0)",Acq Rel index,Sel Rel Index,Acq CAR P1,Acq CAR P2,Acq CAR P3,Acq CAR P4,Acq CAR P5,Sel CAR P1,Sel CAR P2,Sel CAR P3,Sel CAR P4,Sel CAR P5
M&A,6/25/2009,6/24/2009,6/26/2009,6/20/2009,6/30/2009,6/25/2009,6/25/2010,6/25/2009,3/2/2010,6/24/2009,6/25/2009,Fungicide Benalaxyl,FMC Corp,Isagro SpA,19.52,Cash, ,Completed,,US3024913036,FMC US Equity,IT0001069902,ISG IM Equity,CACX,38222326,CACX 38222326,Isagro SpA sold Fungicide Benalaxyl to FMC Corp for EUR 14.00M. The transaction was completed on 06/25/2009.,0,100,0.03814208,-0.02818002,0.2875564,0.2444201,0.03322404,0.06041128,0.02877237,-0.2875,-0.1775,0.02827761,0.02015813,-0.001537922,0.1940472,0.2326745,0.02144785,-0.0109823,-0.003812398,0.09385289,0.1409831,-0.005249784,20090624,20090626,20090620,20090630,20090625,20100625,20090625,20100302,20090624,20090625,SPX Index,FTSEMIB Index,0.01798395,-0.026642098,0.0935092,0.0117456,0.01177619,0.07139358,0.032584768,-0.38135289,-0.3184831,0.033527394
M&A,7/19/2007,7/18/2007,7/20/2007,7/14/2007,7/24/2007,7/19/2007,7/18/2008,7/19/2007,3/25/2008,7/18/2007,7/19/2007,Online and Wireless rights,Hasbro Inc,Atari SA,19.5,Cash, ,Completed,,US4180561072,HAS US Equity,FR0010478248,ATA FP Equity,CACX,27288235,CACX 27288235,Atari SA sold Online and Wireless rights to Hasbro Inc for USD 19.50M. The transaction was completed on 07/19/2007.,0,100,-0.001533272,-0.06689272,0.1885454,-0.1033568,0.003066544,0.04761908,-0.04545457,-0.6145455,-0.4772727,0.04761908,-0.007783002,-0.02655514,-0.1708862,-0.115962,0.004490267,-0.00647269,-0.03417562,-0.2665127,-0.2235443,0.01159609,20070718,20070720,20070714,20070724,20070719,20080718,20070719,20080325,20070718,20070719,SPX Index,CAC Index,0.00624973,-0.04033758,0.3594316,0.0126052,-0.001423723,0.05409177,-0.01127895,-0.3480328,-0.2537284,0.03602299
M&A,8/18/2008,8/17/2008,8/19/2008,8/13/2008,8/23/2008,8/18/2008,8/18/2009,8/18/2008,4/25/2009,8/17/2008,8/18/2008,Dallas Clean Energy LLC,Clean Energy Fuels Corp,Camco Clean Energy PLC,19.1,Cash, ,Completed,    N.A.,US1844991018,CLNE US Equity,GB00B11FB960,CCE LN Equity,CACX,33027100,CACX 33027100,Camco Clean Energy PLC sold Dallas Clean Energy LLC to Clean Energy Fuels Corp for USD 19.10M. The transaction was completed on 08/18/2008.,0,100,0.0428677,-0.03197279,-0.25054,-0.449964,0.02660754,0.03723404,0.1489362,-0.5520833,-0.6510416,0.0212766,-0.02411921,0.005517461,-0.2048138,-0.3093328,-0.01502997,-0.02463883,0.01376755,-0.09508703,-0.2116391,-0.000843222,20080817,20080819,20080813,20080823,20080818,20090818,20080818,20090425,20080817,20080818,SPX Index,UKX Index,0.06698691,-0.037490251,-0.0457262,-0.1406312,0.04163751,0.06187287,0.13516865,-0.45699627,-0.4394025,0.022119822
M&A,3/16/2007,3/15/2007,3/17/2007,3/11/2007,3/21/2007,3/16/2007,3/15/2008,3/16/2007,11/21/2007,3/15/2007,3/16/2007,Vehicle Finance Division,CalAmp Corp,AirIQ Inc,19,Cash, ,Completed,,US1281261099,CAMP US Equity,CA0091204036,IQ CN Equity,CACX,25579916,CACX 25579916,AirIQ Inc sold Vehicle Finance Division to CalAmp Corp for USD 19.00M. The transaction was completed on 03/16/2007.,0,100,0.008027523,0.04912281,-0.6848692,-0.7098976,0.008027523,0.1935484,0.3548387,-0.6756757,-0.5405405,0.1935484,-0.003828482,0.02342273,-0.05247753,0.03408763,-0.003828482,-0.003460205,0.008139801,0.05920442,0.05239954,-0.003460205,20070315,20070317,20070311,20070321,20070316,20080315,20070316,20071121,20070315,20070316,SPX Index,SPTSX Index,0.011856005,0.02570008,-0.63239167,-0.74398523,0.011856005,0.197008605,0.346698899,-0.73488012,-0.59294004,0.197008605
M&A,1/31/2009,1/30/2009,2/1/2009,1/26/2009,2/5/2009,1/31/2009,1/31/2010,1/31/2009,10/8/2009,1/30/2009,1/31/2009,42 Pizza Hut units,Yum! Brands Inc,Bank of America Corp,19,Cash, ,Completed,,US9884981013,YUM US Equity,US0605051046,BAC US Equity,CACX,35113588,CACX 35113588,Bank of America Corp sold 42 Pizza Hut units to Yum! Brands Inc for USD 19.00M. The transaction was announced on 12/18/2008 and completed on 01/31/2009.,0,100,#VALUE!,0.0234102,0.2243445,0.2208871,#VALUE!,#VALUE!,-0.1933333,1.318384,1.645056,#VALUE!,#VALUE!,0.01213246,0.3311911,0.3134502,#VALUE!,#VALUE!,0.01213246,0.3311911,0.3134502,#VALUE!,20090130,20090201,20090126,20090205,20090131,20100131,20090131,20091008,20090130,20090131,SPX Index,SPX Index,#VALUE!,0.01127774,-0.1068466,-0.0925631,#VALUE!,#VALUE!,-0.20546576,0.9871929,1.3316058,#VALUE!
M&A,5/30/2008,5/29/2008,5/31/2008,5/25/2008,6/4/2008,5/30/2008,5/30/2009,5/30/2008,2/4/2009,5/29/2008,5/30/2008,Ride control assets,Tenneco Inc,DPH Holdings Corp,19,Cash, ,Completed,,US8803491054,TEN US Equity,US2471261055,DPHIQ US Equity,CACX,30621460,CACX 30621460,DPH Holdings Corp sold Ride control assets to Tenneco Inc for USD 19.00M. The transaction was announced on 03/10/2008 and completed on 05/30/2008.,0,100,-0.01519507,-0.08521602,-0.7447873,-0.9274395,-0.01519507,0,0,-0.1428571,-0.4952381,0,0.001526528,0.001815382,-0.3257292,-0.3952034,0.001526528,0.001526528,0.001815382,-0.3257292,-0.3952034,0.001526528,20080529,20080531,20080525,20080604,20080530,20090530,20080530,20090204,20080529,20080530,SPX Index,SPX Index,-0.016721598,-0.087031402,-0.4190581,-0.5322361,-0.016721598,-0.001526528,-0.001815382,0.1828721,-0.1000347,-0.001526528
M&A,1/29/2010,1/28/2010,1/30/2010,1/24/2010,2/3/2010,1/29/2010,1/29/2011,1/29/2010,10/6/2010,1/28/2010,1/29/2010,12 Eaton Apothecary pharmacies,Walgreen Co,Nyer Medical Group Inc,19,Cash, ,Completed,,US9314221097,WAG US Equity,US6707111000,NYER US Equity,CACX,40621355,CACX 40621355,Nyer Medical Group Inc sold 12 Eaton Apothecary pharmacies to Walgreen Co for USD 19.00M. The transaction was announced on 10/23/2009 and completed on 01/29/2010.,0,100,-0.009615384,-0.03806613,0.1411215,-0.04177812,-0.009615384,-0.005434783,-0.01081081,#VALUE!,#VALUE!,-0.005434783,-0.009823813,0.005566864,0.2125146,0.09598544,-0.009823813,-0.009823813,0.005566864,0.2125146,0.09598544,-0.009823813,20100128,20100130,20100124,20100203,20100129,20110129,20100129,20101006,20100128,20100129,SPX Index,SPX Index,0.000208429,-0.043632994,-0.0713931,-0.13776356,0.000208429,0.00438903,-0.016377674,#VALUE!,#VALUE!,0.00438903
M&A,2/1/2013,1/31/2013,2/2/2013,1/27/2013,2/6/2013,2/1/2013,2/1/2014,2/1/2013,10/9/2013,1/31/2013,2/1/2013,Grass Technologies Product Group,Natus Medical Inc,Astro-Med Inc,18.6,Cash, ,Completed,    N.A.,US6390501038,BABY US Equity,US04638F1084,ALOT US Equity,CACX,72735776,CACX 72735776,Astro-Med Inc sold Grass Technologies Product Group to Natus Medical Inc for USD 18.60M. The transaction was announced on 01/07/2013 and completed on 02/01/2013.,0,100,0.01785714,0.009090909,1.064593,0.08532696,0.01785714,0.021,-0.01684837,0.3707207,0.163079,0.021,0.01007271,0.006778578,0.2029487,0.1114991,0.01007271,0.01007271,0.006778578,0.2029487,0.1114991,0.01007271,20130131,20130202,20130127,20130206,20130201,20140201,20130201,20131009,20130131,20130201,SPX Index,SPX Index,0.00778443,0.002312331,0.8616443,-0.02617214,0.00778443,0.01092729,-0.023626948,0.167772,0.0515799,0.01092729
M&A,7/5/2007,7/4/2007,7/6/2007,6/30/2007,7/10/2007,7/5/2007,7/4/2008,7/5/2007,3/11/2008,7/4/2007,7/5/2007,Koppers Arch Investments Pty Ltd,Arch Chemicals Inc,Koppers Holdings Inc,18.57,Cash and Debt, ,Completed,    N.A.,US03937R1023,ARJ US Equity,US50060P1066,KOP US Equity,CACX,27140462,CACX 27140462,Koppers Holdings Inc sold Koppers Arch Investments Pty Ltd to Arch Chemicals Inc for USD 18.57M. The transaction was completed on 07/05/2007.,49,51,0.02657619,0.02874218,-0.09417245,-0.00035894,0.003675431,0.008928571,-0.05017815,0.2292905,0.2589788,0.008928571,0.003949552,0.005019223,-0.1545258,-0.121414,0.000357095,0.003949552,0.005019223,-0.1545258,-0.121414,0.000357095,20070704,20070706,20070630,20070710,20070705,20080704,20070705,20080311,20070704,20070705,SPX Index,SPX Index,0.022626638,0.023722957,0.06035335,0.12105506,0.003318336,0.004979019,-0.055197373,0.3838163,0.3803928,0.008571476
M&A,3/31/2011,3/30/2011,4/1/2011,3/26/2011,4/5/2011,3/31/2011,3/30/2012,3/31/2011,12/6/2011,3/30/2011,3/31/2011,Calgon Carbon Japan KK,Calgon Carbon Corp,Mitsubishi Chemical Holdings Corp,18.51,Cash and Debt, ,Completed,    N.A.,US1296031065,CCC US Equity,JP3897700005,4188 JP Equity,CACX,41393834,CACX 41393834,"Mitsubishi Chemical Holdings Corp sold Calgon Carbon Japan KK to Calgon Carbon Corp for JPY 1,665.00M. The transaction was announced on 02/12/2010 and completed on 03/31/2011.",49,51,0.007575758,0.1063123,-0.01700252,-0.08438287,0.002525252,0.05811623,0.09584369,-0.1372894,-0.1275086,0.04809619,0.003134038,0.01480429,0.08527385,-0.03680262,-0.001831983,-0.004006549,-0.001056965,0.005891042,-0.141729,0.003798656,20110330,20110401,20110326,20110405,20110331,20120330,20110331,20111206,20110330,20110331,SPX Index,TPX Index,0.00444172,0.09150801,-0.10227637,-0.04758025,0.004357235,0.062122779,0.096900655,-0.143180442,0.0142204,0.044297534
M&A,9/8/2011,9/7/2011,9/9/2011,9/3/2011,9/13/2011,9/8/2011,9/7/2012,9/8/2011,5/15/2012,9/7/2011,9/8/2011,Xnergy Inc,Blue Earth Inc,Alternative Energy Partners Inc,18.51,"Cash, Stock & Debt", ,Completed,    N.A.,US0954281087,BBLU US Equity,US02152E2000,AEGY US Equity,CACX,55022816,CACX 55022816,Alternative Energy Partners Inc sold Xnergy Inc to Blue Earth Inc for USD 18.51M. The transaction was announced on 06/02/2011 and completed on 09/08/2011.,0,100,-0.02597403,0.1407407,0.06666667,-0.2533333,-0.02597403,-0.1666667,0.12,-0.9708334,-0.94375,0,-0.03699053,-0.000208095,0.239814,0.1389781,-0.01058642,-0.03699053,-0.000208095,0.239814,0.1389781,-0.01058642,20110907,20110909,20110903,20110913,20110908,20120907,20110908,20120515,20110907,20110908,SPX Index,SPX Index,0.0110165,0.140948795,-0.17314733,-0.3923114,-0.01538761,-0.12967617,0.120208095,-1.2106474,-1.0827281,0.01058642
M&A,5/16/2011,5/15/2011,5/17/2011,5/11/2011,5/21/2011,5/16/2011,5/15/2012,5/16/2011,1/21/2012,5/15/2011,5/16/2011,Startrak Systems LLC,ORBCOMM Inc,Alanco Technologies Inc,18.5,Cash and Stock, ,Completed,    N.A.,US68555P1003,ORBC US Equity,US0116127020,ALAN US Equity,CACX,52322332,CACX 52322332,Alanco Technologies Inc sold Startrak Systems LLC to ORBCOMM Inc for USD 18.50M. The transaction was announced on 02/24/2011 and completed on 05/16/2011.,0,100,-0.006779661,0.02389079,0.08247422,0.1958763,-0.01355932,0.05,0.05870098,-0.3564357,-0.3663366,0.01,-0.006256431,-0.00583962,0.0229757,0.004290711,-0.006141906,-0.006256431,-0.00583962,0.0229757,0.004290711,-0.006141906,20110515,20110517,20110511,20110521,20110516,20120515,20110516,20120121,20110515,20110516,SPX Index,SPX Index,-0.00052323,0.02973041,0.05949852,0.191585589,-0.007417414,0.056256431,0.0645406,-0.3794114,-0.370627311,0.016141906
M&A,1/31/2009,1/30/2009,2/1/2009,1/26/2009,2/5/2009,1/31/2009,1/31/2010,1/31/2009,10/8/2009,1/30/2009,1/31/2009,55 Pizza Hut units,Bank of America Corp,Yum! Brands Inc,18.5,Cash, ,Completed,,US0605051046,BAC US Equity,US9884981013,YUM US Equity,CACX,34909220,CACX 34909220,Yum! Brands Inc sold 55 Pizza Hut units to Bank of America Corp for USD 18.50M. The transaction was announced on 12/18/2008 and completed on 01/31/2009.,0,100,#VALUE!,-0.1933333,1.318384,1.645056,#VALUE!,#VALUE!,0.0234102,0.2243445,0.2208871,#VALUE!,#VALUE!,0.01213246,0.3311911,0.3134502,#VALUE!,#VALUE!,0.01213246,0.3311911,0.3134502,#VALUE!,20090130,20090201,20090126,20090205,20090131,20100131,20090131,20091008,20090130,20090131,SPX Index,SPX Index,#VALUE!,-0.20546576,0.9871929,1.3316058,#VALUE!,#VALUE!,0.01127774,-0.1068466,-0.0925631,#VALUE!
M&A,6/1/2009,5/31/2009,6/2/2009,5/27/2009,6/6/2009,6/1/2009,6/1/2010,6/1/2009,2/6/2010,5/31/2009,6/1/2009,"BabyZone.com Inc,AmazingMoms.com,Kaboose.com,Funschool.com,Zeeks.com",Walt Disney Co/The,KAB Distribution Inc,18.4,Cash, ,Completed,,US2546871060,DIS US Equity,CA4823781063,KABDF US Equity,CACX,36585963,CACX 36585963,"KAB Distribution Inc sold BabyZone.com Inc, AmazingMoms.com, Kaboose.com, Funschool.com & Zeeks.com to The Walt Disney Co for USD 18.40M. The transaction was announced on 04/01/2009 and completed on 06/01/2009.",0,100,0.03757226,0.04524508,0.3464922,0.1933807,0.03344343,0.02016499,0.02016499,-0.996263,-0.992526,#VALUE!,0.02789125,0.05335255,0.1590866,0.1463401,0.02585848,0.02789125,0.05335255,0.1590866,0.1463401,0.02585848,20090531,20090602,20090527,20090606,20090601,20100601,20090601,20100206,20090531,20090601,SPX Index,SPX Index,0.00968101,-0.00810747,0.1874056,0.0470406,0.00758495,-0.00772626,-0.03318756,-1.1553496,-1.1388661,#VALUE!
M&A,1/7/2008,1/6/2008,1/8/2008,1/2/2008,1/12/2008,1/7/2008,1/6/2009,1/7/2008,9/13/2008,1/6/2008,1/7/2008,Office Tower/150 Spear St,Principal Financial Group Inc,Great Eagle Holdings Ltd,18.36,Cash, ,Completed,,US74251V1026,PFG US Equity,BMG4069C1486,41 HK Equity,CACX,28271412,CACX 28271412,Great Eagle Holdings Ltd sold Office Tower/150 Spear St to Principal Financial Group Inc for HKD 142.50M. The transaction was announced on 10/02/2007 and completed on 01/07/2008.,0,100,-0.02131465,-0.02545615,-0.6252208,-0.2919403,-0.001341482,-0.009041591,0.001757469,-0.5508771,-0.3065688,-0.02350814,-0.01484723,-0.03139746,-0.3240484,-0.1027202,0.003232871,-0.01478175,-0.02516316,-0.4086179,-0.2692706,-0.01236203,20080106,20080108,20080102,20080112,20080107,20090106,20080107,20080913,20080106,20080107,SPX Index,HSI Index,-0.00646742,0.00594131,-0.3011724,-0.1892201,-0.004574353,0.005740159,0.026920629,-0.1422592,-0.0372982,-0.01114611
M&A,12/28/2011,12/27/2011,12/29/2011,12/23/2011,1/2/2012,12/28/2011,12/27/2012,12/28/2011,9/3/2012,12/27/2011,12/28/2011,Giralia Resources NL Yerecoin Iron Ore Deposit,Cliffs Natural Resources Inc,Atlas Iron Ltd,18.16,Cash, ,Completed,    N.A.,US18683K1016,CLF US Equity,AU000000AGO1,AGO AU Equity,CACX,60332463,CACX 60332463,Atlas Iron Ltd sold Giralia Resources NL Yerecoin Iron Ore Deposit to Cliffs Natural Resources Inc for AUD 18.00M. The transaction was completed on 12/28/2011.,0,100,-0.03941494,-0.04532231,-0.3897656,-0.4053455,-0.04618937,-0.04240283,-0.04593639,-0.3662144,-0.5234657,-0.02120141,-0.001652908,-0.005786135,0.1606788,0.1423715,-0.01225426,-0.01674708,-0.02025245,0.2121669,0.1117388,-0.01247558,20111227,20111229,20111223,20120102,20111228,20121227,20111228,20120903,20111227,20111228,SPX Index,AS51 Index,-0.037762032,-0.039536175,-0.5504444,-0.547717,-0.03393511,-0.02565575,-0.02568394,-0.5783813,-0.6352045,-0.00872583
M&A,9/14/2009,9/13/2009,9/15/2009,9/9/2009,9/19/2009,9/14/2009,9/14/2010,9/14/2009,5/22/2010,9/13/2009,9/14/2009,ScanWind Group AS,General Electric Co,Amasten Holding AB,18.07,Cash, ,Completed,    N.A.,US3696041033,GE US Equity,SE0005034550,AMAST SS Equity,CACX,39162587,CACX 39162587,Amasten Holding AB sold ScanWind Group AS to General Electric Co for SEK 130.00M. The transaction was announced on 08/12/2009 and completed on 09/14/2009.,0,100,0.09066121,0.116277,0.07939836,0.08991442,0.0463531,-0.02173913,-0.05434783,-0.7,-0.5111111,-0.02173913,0.009519254,0.03423767,0.09008567,0.05053371,0.006356058,-0.005574644,-0.001361396,0.2175437,0.07217933,-0.004223475,20090913,20090915,20090909,20090919,20090914,20100914,20090914,20100522,20090913,20090914,SPX Index,OMX Index,0.081141956,0.08203933,-0.01068731,0.03938071,0.039997042,-0.016164486,-0.052986434,-0.9175437,-0.58329043,-0.017515655
M&A,2/11/2008,2/10/2008,2/12/2008,2/6/2008,2/16/2008,2/11/2008,2/10/2009,2/11/2008,10/18/2008,2/10/2008,2/11/2008,VXP Image Processing Unit,Sigma Designs Inc,Gennum Corp,18,Cash, ,Completed,,US8265651039,SIGM US Equity,CA37232H1047,GND CN Equity,CACX,29658518,CACX 29658518,Gennum Corp sold VXP Image Processing Unit to Sigma Designs Inc for USD 18.00M. The transaction was announced on 01/03/2008 and completed on 02/11/2008.,0,100,0.09213147,0.1065977,-0.7270322,-0.7154882,0.03535856,-0.008571429,0.08183843,-0.5750393,-0.3054889,0,0.01329108,0.01859283,-0.3669396,-0.2869735,0.005937833,0.00757736,0.02838545,-0.3067269,-0.2580202,0.01089971,20080210,20080212,20080206,20080216,20080211,20090210,20080211,20081018,20080210,20080211,SPX Index,SPTSX Index,0.07884039,0.08800487,-0.3600926,-0.4285147,0.029420727,-0.016148789,0.05345298,-0.2683124,-0.0474687,-0.01089971
M&A,1/29/2008,1/28/2008,1/30/2008,1/24/2008,2/3/2008,1/29/2008,1/28/2009,1/29/2008,10/5/2008,1/28/2008,1/29/2008,Leak Repairs Specam BV,Team Inc,Suez SA,18,Cash, ,Completed,    N.A.,US8781551002,TISI US Equity,FR0000120529,SZE FP Equity,CACX,32219331,CACX 32219331,Suez SA sold Leak Repairs Specam BV to Team Inc for USD 18.00M. The transaction was announced on 01/07/2008 and completed on 01/29/2008.,0,100,-0.03381014,0.03678385,-0.3002287,0.01306762,-0.004876463,-0.007611131,0.01829715,-0.1478938,-0.03732353,0.01571322,0.001478093,0.03237796,-0.3426063,-0.1806721,0.00620661,0.00521214,0.01277036,-0.3514846,-0.1468811,0.019213,20080128,20080130,20080124,20080203,20080129,20090128,20080129,20081005,20080128,20080129,SPX Index,CAC Index,-0.035288233,0.00440589,0.0423776,0.19373972,-0.011083073,-0.012823271,0.00552679,0.2035908,0.10955757,-0.00349978
M&A,7/19/2012,7/18/2012,7/20/2012,7/14/2012,7/24/2012,7/19/2012,7/19/2013,7/19/2012,3/26/2013,7/18/2012,7/19/2012,BAE Systems Tensylon High Performance Materials As,EI du Pont de Nemours & Co,BAE Systems PLC,18,Cash, ,Completed,,US2635341090,DD US Equity,GB0002634946,BA/ LN Equity,CACX,65241514,CACX 65241514,BAE Systems PLC sold BAE Systems Tensylon High Performance Materials Assets to EI du Pont de Nemours & Co for USD 18.00M. The transaction was announced on 06/08/2012 and completed on 07/19/2012.,0,100,-0.001022077,0.002309469,0.2036196,0.0230684,0.00572363,-0.003891051,-0.007180157,0.4780417,0.288784,0.002269779,-0.007246894,-0.01331571,0.2570693,0.1542836,0.002821866,-0.005979841,-0.02921842,0.2088689,0.1524625,0.00499843,20120718,20120720,20120714,20120724,20120719,20130719,20120719,20130326,20120718,20120719,SPX Index,UKX Index,0.006224817,0.015625179,-0.0534497,-0.1312152,0.002901764,0.00208879,0.022038263,0.2691728,0.1363215,-0.002728651
M&A,4/10/2013,4/9/2013,4/11/2013,4/5/2013,4/15/2013,4/10/2013,4/10/2014,4/10/2013,12/16/2013,4/9/2013,4/10/2013,Chaps Menswear License,Ralph Lauren Corp,PVH Corp,18,Cash, ,Completed,,US7512121010,RL US Equity,US6936561009,PVH US Equity,CACX,77871522,CACX 77871522,PVH Corp sold Chaps Menswear License to Ralph Lauren Corp for USD 18.00M. The transaction was completed on 04/10/2013.,0,100,0.02886877,0.01256445,-0.09986648,0.02199429,0.01481656,0.03386528,-0.02662832,0.1318673,0.1936381,0.0151234,0.0159421,-8.67255E-05,0.1789751,0.1416776,0.01225518,0.0159421,-8.67255E-05,0.1789751,0.1416776,0.01225518,20130409,20130411,20130405,20130415,20130410,20140410,20130410,20131216,20130409,20130410,SPX Index,SPX Index,0.01292667,0.012651175,-0.27884158,-0.11968331,0.00256138,0.01792318,-0.026541595,-0.0471078,0.0519605,0.00286822
M&A,3/31/2007,3/30/2007,4/1/2007,3/26/2007,4/5/2007,3/31/2007,3/30/2008,3/31/2007,12/6/2007,3/30/2007,3/31/2007,69 wireless communications towers,SBA Communications Corp,SunCom Wireless Holdings Inc,18,Cash, ,Completed,,US78388J1060,SBAC US Equity,US86722Q2075,3289091Q US Equity,CACX,23907776,CACX 23907776,SunCom Wireless Holdings Inc sold 69 wireless communications towers to SBA Communications Corp for USD 18.00M. The transaction was announced on 11/13/2006 and completed on 03/31/2007.,0,100,#VALUE!,-0.004051317,0.01861252,0.2064298,#VALUE!,#VALUE!,0.05442177,#VALUE!,0.5779762,#VALUE!,#VALUE!,0.005135129,-0.05546837,0.07577226,#VALUE!,#VALUE!,0.005135129,-0.05546837,0.07577226,#VALUE!,20070330,20070401,20070326,20070405,20070331,20080330,20070331,20071206,20070330,20070331,SPX Index,SPX Index,#VALUE!,-0.009186446,0.07408089,0.13065754,#VALUE!,#VALUE!,0.049286641,#VALUE!,0.50220394,#VALUE!
M&A,5/27/2011,5/26/2011,5/28/2011,5/22/2011,6/1/2011,5/27/2011,5/26/2012,5/27/2011,2/1/2012,5/26/2011,5/27/2011,Megaw & Hogg National Valuers Pty Ltd,CBRE Group Inc,RP Data Ltd,17.9,Cash, ,Completed,    N.A.,US12504L1098,CBG US Equity,AU000000RPX7,RPX AU Equity,CACX,53178514,CACX 53178514,RP Data Ltd sold Megaw & Hogg National Valuers Pty Ltd to CBRE Group Inc for AUD 18.00M. The transaction was announced on 01/12/2011 and completed on 05/27/2011.,0,100,-0.01559599,-0.04715569,-0.3821199,-0.2832893,-0.01559599,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0.004281886,-0.01339602,0.01150074,0.009043194,0.004281886,0.005107035,-0.005030673,-0.08347228,-0.06321437,0.005107035,20110526,20110528,20110522,20110601,20110527,20120526,20110527,20120201,20110526,20110527,SPX Index,AS51 Index,-0.019877876,-0.03375967,-0.39362064,-0.292332494,-0.019877876,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
M&A,4/2/2007,4/1/2007,4/3/2007,3/28/2007,4/7/2007,4/2/2007,4/1/2008,4/2/2007,12/8/2007,4/1/2007,4/2/2007,Jeffrey Energy Center Leasehold Interest,Westar Energy Inc,KCP&L Greater Missouri Operations Co,17.9,Cash, ,Completed,,US95709T1007,WR US Equity,US03840P1021,ILA US Equity,CACX,25797314,CACX 25797314,KCP&L Greater Missouri Operations Co sold Jeffrey Energy Center Leasehold Interest to Westar Energy Inc for USD 17.90M. The transaction was completed on 04/02/2007.,84,8,0.01598837,0.003247925,-0.1414207,-0.03148855,0.01235465,0.002392344,0.002386635,-0.2047619,-0.1095238,0.004784689,0.01210765,0.01928923,-0.01853113,0.07107773,0.002604881,0.01210765,0.01928923,-0.01853113,0.07107773,0.002604881,20070401,20070403,20070328,20070407,20070402,20080401,20070402,20071208,20070401,20070402,SPX Index,SPX Index,0.00388072,-0.016041305,-0.12288957,-0.10256628,0.009749769,-0.009715306,-0.016902595,-0.18623077,-0.18060153,0.002179808
M&A,4/14/2009,4/13/2009,4/15/2009,4/9/2009,4/19/2009,4/14/2009,4/14/2010,4/14/2009,12/20/2009,4/13/2009,4/14/2009,Cogenics Division,Beckman Coulter Inc,Clinical Data Inc,17.9,Cash, ,Completed,,US0758111092,BEC US Equity,US18725U1097,CLDA US Equity,CACX,36604495,CACX 36604495,Clinical Data Inc sold Cogenics Division to Beckman Coulter Inc for USD 17.90M. The transaction was announced on 04/01/2009 and completed on 04/14/2009.,0,100,-0.0177305,0.001486989,0.1650185,0.2149599,-0.00410601,0,0.08608696,0.6483334,0.4541667,0,-0.007729144,0.01537618,0.4692046,0.3296633,-0.02004238,-0.007729144,0.01537618,0.4692046,0.3296633,-0.02004238,20090413,20090415,20090409,20090419,20090414,20100414,20090414,20091220,20090413,20090414,SPX Index,SPX Index,-0.010001356,-0.013889191,-0.3041861,-0.1147034,0.01593637,0.007729144,0.07071078,0.1791288,0.1245034,0.02004238
M&A,3/31/2009,3/30/2009,4/1/2009,3/26/2009,4/5/2009,3/31/2009,3/31/2010,3/31/2009,12/6/2009,3/30/2009,3/31/2009,Rutter Hinz Inc,Rockwell Automation Inc,Rutter Inc,17.85,Cash, ,Completed,    N.A.,US7739031091,ROK US Equity,CA7834741091,RUT CN Equity,CACX,35747562,CACX 35747562,Rutter Inc sold Rutter Hinz Inc to Rockwell Automation Inc for CAD 22.00M. The transaction was announced on 02/10/2009 and completed on 03/31/2009.,0,100,0.01512374,-0.0221328,1.655644,1.139236,0.00091659,0,0,-0.4,-0.1333333,#VALUE!,0.03009394,0.01207187,0.4974695,0.4075056,0.01312676,0.04077135,0.009927471,0.421341,0.3465074,0.01444471,20090330,20090401,20090326,20090405,20090331,20100331,20090331,20091206,20090330,20090331,SPX Index,SPTSX Index,-0.0149702,-0.03420467,1.1581745,0.7317304,-0.01221017,-0.04077135,-0.009927471,-0.821341,-0.4798407,#VALUE!
